config_index,num_atoms,ref_energy,pred_energy,error,sq_error,rmse_e_atom,aleatoric_var,epistemic_var,total_var
0,20.0,-525.8836669921875,-525.8865356445312,-0.00286865234375,8.229166269302368e-06,0.00286865234375,1.6577534552197903e-05,5.357153895602096e-06,2.1934687538305297e-05
1,20.0,-525.8118896484375,-525.8121948242188,-0.00030517578125,9.313225746154785e-08,0.00030517578125,1.3243990906630643e-05,3.75453373635537e-06,1.6998525097733364e-05
2,22.0,-613.4235229492188,-613.4220581054688,0.00146484375,2.1457672119140625e-06,0.00146484375,1.170162340713432e-05,6.227754056453705e-06,1.7929378373082727e-05
3,22.0,-613.3853149414062,-613.3840942382812,0.001220703125,1.4901161193847656e-06,0.001220703125,1.215322390635265e-05,3.7552788398897974e-06,1.5908502973616123e-05
4,23.0,-675.6666259765625,-675.6654663085938,0.00115966796875,1.344829797744751e-06,0.00115966796875,1.0342728273826651e-05,1.0631978284436627e-06,1.14059257612098e-05
5,24.0,-732.7448120117188,-732.7431030273438,0.001708984375,2.9206275939941406e-06,0.001708984375,8.54873997013783e-06,7.051974648675241e-07,9.253937605535612e-06
6,21.0,-598.197021484375,-598.20166015625,-0.004638671875,2.1517276763916016e-05,0.004638671875,0.00011204850306967273,1.9844806956825778e-05,0.0001318933063885197
7,22.0,-663.96826171875,-663.9662475585938,0.00201416015625,4.056841135025024e-06,0.00201416015625,1.5958017684170045e-05,2.748519136730465e-06,1.8706536138779484e-05
8,23.0,-724.097900390625,-724.0982666015625,-0.0003662109375,1.341104507446289e-07,0.0003662109375,1.2569413229357451e-05,3.712996885951725e-06,1.6282410797430202e-05
9,23.0,-724.04296875,-724.0415649414062,0.00140380859375,1.9706785678863525e-06,0.00140380859375,1.648848228796851e-05,5.13419490744127e-06,2.1622676285915077e-05
10,22.0,-546.4611206054688,-546.4610595703125,6.103515625e-05,3.725290298461914e-09,6.103515625e-05,2.204912198067177e-05,6.945617315068375e-06,2.8994738386245444e-05
11,24.0,-671.4120483398438,-671.4093627929688,0.002685546875,7.212162017822266e-06,0.002685546875,9.136013431998435e-06,4.7046692088770214e-06,1.3840683095622808e-05
12,24.0,-671.3575439453125,-671.3568725585938,0.00067138671875,4.507601261138916e-07,0.00067138671875,1.3453958672471344e-05,2.2115186766313855e-06,1.566547689435538e-05
13,24.0,-624.92529296875,-624.92529296875,0.0,0.0,0.0,1.419935142621398e-05,3.7603081182169262e-06,1.7959659089683555e-05
14,24.0,-563.5675659179688,-563.5668334960938,0.000732421875,5.364418029785156e-07,0.000732421875,3.188235859852284e-05,7.082521733536851e-06,3.8964881241554394e-05
15,24.0,-563.5973510742188,-563.5980224609375,-0.00067138671875,4.507601261138916e-07,0.00067138671875,2.2414347768062726e-05,3.834627477772301e-06,2.6248975700582378e-05
16,25.0,-622.9191284179688,-622.9193115234375,-0.00018310546875,3.3527612686157227e-08,0.00018310546875,1.1627540516201407e-05,1.6178935311472742e-06,1.3245434274722356e-05
17,26.0,-677.6717529296875,-677.6716918945312,6.103515625e-05,3.725290298461914e-09,6.103515625e-05,1.1663219083857257e-05,3.059208438571659e-06,1.472242729505524e-05
18,23.0,-547.572998046875,-547.5726928710938,0.00030517578125,9.313225746154785e-08,0.00030517578125,1.8474069293006323e-05,7.737800842733122e-06,2.6211870135739446e-05
19,25.0,-667.49267578125,-667.4910278320312,0.00164794921875,2.7157366275787354e-06,0.00164794921875,9.017916454467922e-06,5.614012366095267e-07,9.579317520547193e-06
20,26.0,-720.460693359375,-720.4602661132812,0.00042724609375,1.825392246246338e-07,0.00042724609375,1.044113923853729e-05,2.5795773126446875e-06,1.3020716323808301e-05
21,25.0,-564.048095703125,-564.0482788085938,-0.00018310546875,3.3527612686157227e-08,0.00018310546875,6.933069471415365e-06,1.819804310798645e-06,8.75287332746666e-06
22,25.0,-564.03515625,-564.0338134765625,0.0013427734375,1.8030405044555664e-06,0.0013427734375,8.369462193513755e-06,1.1032446991521283e-06,9.47270655160537e-06
23,26.0,-620.9925537109375,-620.98876953125,0.0037841796875,1.4320015907287598e-05,0.0037841796875,1.1614227332756855e-05,5.015172064304352e-06,1.6629399397061206e-05
24,27.0,-673.7265014648438,-673.7294921875,-0.00299072265625,8.944422006607056e-06,0.00299072265625,1.2213269656058401e-05,5.568377673625946e-06,1.7781647329684347e-05
25,27.0,-673.8145141601562,-673.8134155273438,0.0010986328125,1.2069940567016602e-06,0.0010986328125,9.317377589468379e-06,2.5656074740254553e-06,1.1882984836120158e-05
26,26.0,-578.0911254882812,-578.0940551757812,-0.0029296875,8.58306884765625e-06,0.0029296875,1.1228937182750087e-05,7.139146418921882e-06,1.836808405641932e-05
27,26.0,-578.1401977539062,-578.1381225585938,0.0020751953125,4.306435585021973e-06,0.0020751953125,1.113285543397069e-05,6.087683232181007e-06,1.7220538211404346e-05
28,27.0,-632.429931640625,-632.429931640625,0.0,0.0,0.0,1.0631667464622296e-05,1.3748183391726343e-06,1.2006486031168606e-05
30,27.0,-577.9564819335938,-577.9552612304688,0.001220703125,1.4901161193847656e-06,0.001220703125,1.0064774869533721e-05,3.533996732585365e-06,1.3598772056866437e-05
31,27.0,-577.9324951171875,-577.93115234375,0.0013427734375,1.8030405044555664e-06,0.0013427734375,9.917030183714814e-06,2.604164137665066e-06,1.2521194548753556e-05
32,28.0,-590.5646362304688,-590.5650634765625,-0.00042724609375,1.825392246246338e-07,0.00042724609375,1.0570706763246562e-05,4.455819635040825e-06,1.5026525943540037e-05
33,29.0,-640.7501831054688,-640.7496948242188,0.00048828125,2.384185791015625e-07,0.00048828125,1.2154886462667491e-05,1.776777253326145e-06,1.393166348861996e-05
34,29.0,-640.7554321289062,-640.7545166015625,0.00091552734375,8.381903171539307e-07,0.00091552734375,1.2100891581212636e-05,3.750808446056908e-06,1.5851699572522193e-05
35,33.0,-811.1259765625,-811.1256713867188,0.00030517578125,9.313225746154785e-08,0.00030517578125,3.4667660656850785e-05,7.790513336658478e-06,4.245817399350926e-05
36,33.0,-811.1489868164062,-811.147705078125,0.00128173828125,1.642853021621704e-06,0.00128173828125,5.305890954332426e-05,8.734501534490846e-06,6.179341289680451e-05
37,25.0,-505.0633544921875,-505.0665588378906,-0.003204345703125,1.026783138513565e-05,0.003204345703125,9.001962098409422e-06,3.633228971011704e-06,1.2635191524168476e-05
38,26.0,-564.4103393554688,-564.4093627929688,0.0009765625,9.5367431640625e-07,0.0009765625,1.0835685316124e-05,3.2007694699132117e-06,1.4036454558663536e-05
39,26.0,-464.9482116699219,-464.9494323730469,-0.001220703125,1.4901161193847656e-06,0.001220703125,6.302137080638204e-06,1.166248694062233e-06,7.468385774700437e-06
40,27.0,-523.40869140625,-523.4071655273438,0.00152587890625,2.3283064365386963e-06,0.00152587890625,1.6151983800227754e-05,6.865710020065308e-06,2.301769382029306e-05
41,28.0,-577.809326171875,-577.8109130859375,-0.0015869140625,2.518296241760254e-06,0.0015869140625,1.3641093573824037e-05,4.032626748085022e-06,1.7673719412414357e-05
42,29.0,-628.4127807617188,-628.4130249023438,-0.000244140625,5.960464477539063e-08,0.000244140625,9.042342753673438e-06,1.9222497940063477e-06,1.0964592547679786e-05
