config_index,num_atoms,ref_energy,pred_energy,error,sq_error,rmse_e_atom,aleatoric_var,epistemic_var,total_var
0,22.0,-613.431884765625,-613.4320678710938,-0.00018310546875,3.3527612686157227e-08,0.00018310546875,0.00020424886315595359,9.190793934976682e-05,0.0002961567952297628
1,22.0,-613.4613037109375,-613.4615478515625,-0.000244140625,5.960464477539063e-08,0.000244140625,0.00018882230506278574,6.563942588400096e-05,0.0002544617163948715
2,22.0,-613.3628540039062,-613.3582763671875,0.00457763671875,2.0954757928848267e-05,0.00457763671875,0.00022447721858043224,3.463420944171958e-05,0.0002591114316601306
3,22.0,-613.360107421875,-613.3624267578125,-0.0023193359375,5.379319190979004e-06,0.0023193359375,0.00020133987709414214,8.244570199167356e-05,0.0002837855718098581
4,23.0,-675.4633178710938,-675.4588012695312,0.0045166015625,2.039968967437744e-05,0.0045166015625,0.00023395265452563763,6.682984530925751e-05,0.00030078249983489513
5,21.0,-598.0172729492188,-598.0060424804688,0.01123046875,0.00012612342834472656,0.01123046875,0.00028327640029601753,5.035437789047137e-05,0.0003336307709105313
6,21.0,-598.0442504882812,-598.0477905273438,-0.0035400390625,1.2531876564025879e-05,0.0035400390625,0.0002947083848994225,0.0001024456723826006,0.00039715407183393836
7,22.0,-546.2505493164062,-546.2546997070312,-0.004150390625,1.722574234008789e-05,0.004150390625,0.0003658913483377546,0.00013958421186544,0.0005054755602031946
8,22.0,-546.4469604492188,-546.4520874023438,-0.005126953125,2.6285648345947266e-05,0.005126953125,0.0002036326186498627,5.654338747262955e-05,0.0002601760206744075
9,23.0,-611.4703369140625,-611.4599609375,0.0103759765625,0.00010766088962554932,0.0103759765625,0.0002448311715852469,0.0001299949362874031,0.00037482610787265003
10,24.0,-671.2671508789062,-671.2599487304688,0.0072021484375,5.187094211578369e-05,0.0072021484375,0.00017898090300150216,5.565099490922876e-05,0.0002346318942727521
11,24.0,-671.3659057617188,-671.3700561523438,-0.004150390625,1.722574234008789e-05,0.004150390625,0.00017249122902285308,4.60892915725708e-05,0.00021858052059542388
12,24.0,-671.2924194335938,-671.2978515625,-0.00543212890625,2.950802445411682e-05,0.00543212890625,0.0001735395344439894,6.500873860204592e-05,0.0002385482657700777
13,24.0,-671.3661499023438,-671.3593139648438,0.0068359375,4.673004150390625e-05,0.0068359375,0.00014647260832134634,6.920956366229802e-05,0.00021568217198364437
14,26.0,-634.7310180664062,-634.719482421875,0.01153564453125,0.00013307109475135803,0.01153564453125,0.000185052675078623,6.297118670772761e-05,0.0002480238617863506
15,23.0,-547.572998046875,-547.55908203125,0.013916015625,0.00019365549087524414,0.013916015625,0.00022926573001313955,3.087259756284766e-05,0.000260138331213966
16,23.0,-547.5708618164062,-547.568359375,0.00250244140625,6.2622129917144775e-06,0.00250244140625,0.00016787798085715622,2.9896200430812314e-05,0.00019777417764998972
17,23.0,-547.6123657226562,-547.6119995117188,0.0003662109375,1.341104507446289e-07,0.0003662109375,0.00021178965107537806,5.4221414757194e-05,0.0002660110767465085
18,23.0,-547.5577392578125,-547.5707397460938,-0.01300048828125,0.00016901269555091858,0.01300048828125,0.00019748462364077568,6.043985558790155e-05,0.00025792449014261365
19,24.0,-610.0440063476562,-610.050537109375,-0.00653076171875,4.2650848627090454e-05,0.00653076171875,0.0001804323837859556,5.704052819055505e-05,0.00023747290833853185
