config_index,num_atoms,ref_energy,pred_energy,error,sq_error,rmse_e_atom,aleatoric_var,epistemic_var,total_var
0,20.0,-525.8673706054688,-525.8584594726562,0.0089111328125,7.940828800201416e-05,0.0089111328125,0.00018752373580355197,8.076727681327611e-05,0.0002682910126168281
1,20.0,-525.8223876953125,-525.8134155273438,0.00897216796875,8.04997980594635e-05,0.00897216796875,0.00020890255109407008,6.188116822158918e-05,0.00027078372659161687
2,22.0,-613.334716796875,-613.3414306640625,-0.0067138671875,4.507601261138916e-05,0.0067138671875,0.00019462232012301683,0.00014801174984313548,0.0003426340699661523
3,22.0,-613.2947387695312,-613.2858276367188,0.0089111328125,7.940828800201416e-05,0.0089111328125,0.0002182218013331294,2.4129078155965544e-05,0.00024235088494606316
4,24.0,-732.6510620117188,-732.6355590820312,0.0155029296875,0.00024034082889556885,0.0155029296875,0.0001803224440664053,5.630794839817099e-05,0.0002366303961025551
5,24.0,-732.665283203125,-732.6633911132812,0.00189208984375,3.5800039768218994e-06,0.00189208984375,0.00018036289839074016,4.6219305659178644e-05,0.00022658219677396119
6,24.0,-686.2988891601562,-686.3108520507812,-0.011962890625,0.0001431107521057129,0.011962890625,0.00017826362454798073,3.650300277513452e-05,0.00021476662368513644
7,21.0,-598.0172729492188,-598.0252685546875,-0.00799560546875,6.392970681190491e-05,0.00799560546875,0.00031952071003615856,9.357035014545545e-05,0.0004130910674575716
8,22.0,-664.0328369140625,-664.0214233398438,0.01141357421875,0.00013026967644691467,0.01141357421875,0.0001842921192292124,3.012158049386926e-05,0.00021441369608510286
9,22.0,-663.795166015625,-663.7871704101562,0.00799560546875,6.392970681190491e-05,0.00799560546875,0.00027302312082611024,0.00030538812279701233,0.000578411272726953
10,22.0,-664.0331420898438,-664.0272827148438,0.005859375,3.4332275390625e-05,0.005859375,0.00018812580674421042,7.168948650360107e-05,0.0002598153077997267
11,23.0,-723.796875,-723.8151245117188,-0.01824951171875,0.0003330446779727936,0.01824951171875,0.0005978766712360084,0.00018053632811643183,0.0007784130284562707
